"ML Catalog #",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL"
138330241,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",2/1/2019,2019,2,1,1014,Finland,"Northern Ostrobothnia",,"Linnukkatie 32, Liminka FI-North Ostrobothnia (64.8081,25.4007)",64.8081,25.4007,,Unknown,,"Not Used",,,,,,,S52258341,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138330241","https://ebird.org/view/checklist/S52258341","https://ebird.org/species/eutspa"
138330231,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",2/1/2019,2019,2,1,1014,Finland,"Northern Ostrobothnia",,"Linnukkatie 32, Liminka FI-North Ostrobothnia (64.8081,25.4007)",64.8081,25.4007,,Unknown,,"Not Used",,,,,,,S52258341,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138330231","https://ebird.org/view/checklist/S52258341","https://ebird.org/species/eutspa"
138329841,Photo,"Corvus monedula","Eurasian Jackdaw",,"Richard Littauer",2/1/2019,2019,2,1,1003,Finland,"Northern Ostrobothnia",,"Krankantie 8, Liminka FI-North Ostrobothnia (64.8084,25.3938)",64.8084,25.3938,,Unknown,,"Not Used",,,,,,,S52258295,,,,,"Half them in a tree, from which they flew across a field and joined the rest of the Jackdaws.",,,,"Corvus monedula",eurjac,Species,20428.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138329841","https://ebird.org/view/checklist/S52258295","https://ebird.org/species/eurjac"
138328851,Photo,"Accipiter gentilis [gentilis Group]","Northern Goshawk (Eurasian)",,"Richard Littauer",2/1/2019,2019,2,1,1649,Finland,"Northern Ostrobothnia",,"Piekkolantie 7, Hailuoto FI-North Ostrobothnia (65.0438,24.7756)",65.0438,24.7756,,Unknown,,"Not Used",,,,,,,S52262893,,,,,"Flat glide, large wingspan. Saw fly to a tree and then roost. Dusk.",,,,"Accipiter gentilis",norgos1,Group,7790.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138328851","https://ebird.org/view/checklist/S52262893","https://ebird.org/species/norgos"
138120941,Photo,"Columba livia (Feral Pigeon)","Rock Pigeon (Feral Pigeon)",,"Richard Littauer",1/31/2019,2019,1,31,1127,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52223074,,,,,,,,,"Columba livia",rocpig1,Domestic,1799.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138120941","https://ebird.org/view/checklist/S52223074","https://ebird.org/species/rocpig"
138117371,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117371","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eutspa"
138117351,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117351","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eutspa"
138117331,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117331","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eutspa"
138117321,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117321","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eutspa"
138117241,Photo,"Carduelis carduelis","European Goldfinch",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Carduelis carduelis",eurgol,Species,30288.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117241","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurgol"
138117231,Photo,"Carduelis carduelis","European Goldfinch",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Carduelis carduelis",eurgol,Species,30288.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117231","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurgol"
138117221,Photo,"Carduelis carduelis","European Goldfinch",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Carduelis carduelis",eurgol,Species,30288.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117221","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurgol"
138117201,Photo,"Parus major [major Group]","Great Tit (Great)",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Parus major",gretit3,Group,21912.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117201","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/gretit1"
138117191,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117191","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/blutit"
138117181,Photo,"Corvus cornix","Hooded Crow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Corvus cornix",hoocro1,Species,20492.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117181","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/hoocro1"
138117171,Photo,"Corvus cornix","Hooded Crow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Corvus cornix",hoocro1,Species,20492.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117171","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/hoocro1"
138117161,Photo,"Corvus cornix","Hooded Crow",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Corvus cornix",hoocro1,Species,20492.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117161","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/hoocro1"
138117151,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117151","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
138117141,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117141","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
138117131,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117131","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
138117121,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117121","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
138117111,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117111","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
138117091,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/31/2019,2019,1,31,928,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52222465,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/138117091","https://ebird.org/view/checklist/S52222465","https://ebird.org/species/eurmag1"
137955911,Photo,"Pica pica","Eurasian Magpie",,"Richard Littauer",1/29/2019,2019,1,29,1340,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52162690,,,,,,,,,"Pica pica",eurmag1,Species,20382.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137955911","https://ebird.org/view/checklist/S52162690","https://ebird.org/species/eurmag1"
137955851,Photo,"Parus major [major Group]","Great Tit (Great)",,"Richard Littauer",1/30/2019,2019,1,30,1309,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52196397,,,,,,,,,"Parus major",gretit3,Group,21912.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137955851","https://ebird.org/view/checklist/S52196397","https://ebird.org/species/gretit1"
137955831,Photo,"Passer montanus","Eurasian Tree Sparrow",,"Richard Littauer",1/30/2019,2019,1,30,1309,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52196397,,,,,,,,,"Passer montanus",eutspa,Species,33518.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137955831","https://ebird.org/view/checklist/S52196397","https://ebird.org/species/eutspa"
137350991,Photo,"Parus major [major Group]","Great Tit (Great)",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Parus major",gretit3,Group,21912.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350991","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/gretit1"
137350981,Photo,"Corvus cornix","Hooded Crow",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Corvus cornix",hoocro1,Species,20492.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350981","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/hoocro1"
137350961,Photo,"Corvus cornix","Hooded Crow",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Corvus cornix",hoocro1,Species,20492.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350961","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/hoocro1"
137350901,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350901","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/blutit"
137350891,Photo,"Parus major [major Group]","Great Tit (Great)",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Parus major",gretit3,Group,21912.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350891","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/gretit1"
137350871,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350871","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/blutit"
137350851,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350851","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/blutit"
137350831,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350831","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/blutit"
137350811,Photo,"Cyanistes caeruleus","Eurasian Blue Tit",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Cyanistes caeruleus",blutit,Species,21853.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350811","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/blutit"
137350651,Photo,"Chloris chloris","European Greenfinch",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Chloris chloris",eurgre1,Species,30075.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350651","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/eurgre1"
137350631,Photo,"Chloris chloris","European Greenfinch",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Chloris chloris",eurgre1,Species,30075.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350631","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/eurgre1"
137350621,Photo,"Chloris chloris","European Greenfinch",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Chloris chloris",eurgre1,Species,30075.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350621","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/eurgre1"
137350611,Photo,"Chloris chloris","European Greenfinch",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Chloris chloris",eurgre1,Species,30075.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350611","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/eurgre1"
137350601,Photo,"Chloris chloris","European Greenfinch",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Chloris chloris",eurgre1,Species,30075.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350601","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/eurgre1"
137350541,Photo,"Passer domesticus","House Sparrow",,"Richard Littauer",1/27/2019,2019,1,27,1124,Finland,"Northern Ostrobothnia",,"Radisson Hotel, Oulu FI-North Ostrobothnia (65.0153,25.4668)",65.0153,25.4668,,Unknown,,"Not Used",,,,,,,S52085139,,,,,,,,,"Passer domesticus",houspa,Species,33452.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/137350541","https://ebird.org/view/checklist/S52085139","https://ebird.org/species/houspa"
136358421,Photo,"Sitta canadensis","Red-breasted Nuthatch",,"Richard Littauer",1/21/2019,2019,1,21,1415,"United States",Vermont,Chittenden,"1519 Swift St, South Burlington US-VT (44.4443,-73.1684)",44.4443,-73.1684,,Unknown,,"Not Used",,,,,,,S51903884,,,,"Poor photo, but better than my last of this bird.",,,,,"Sitta canadensis",rebnut,Species,22150.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",1010,1321,"https://macaulaylibrary.org/asset/136358421","https://ebird.org/view/checklist/S51903884","https://ebird.org/species/rebnut"
135925211,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1350,"United States",Vermont,Washington,"River Road bend",44.278,-72.6608,,Unknown,,"Not Used",,,,,,,S51838593,,,,,"Possible abieticola; note brown head and lack of white throat, with some dribbling down breast. However, photo quality not sufficient.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135925211","https://ebird.org/view/checklist/S51838593","https://ebird.org/species/rethaw"
135925201,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1350,"United States",Vermont,Washington,"River Road bend",44.278,-72.6608,,Unknown,,"Not Used",,,,,,,S51838593,,,,,"Possible abieticola; note brown head and lack of white throat, with some dribbling down breast. However, photo quality not sufficient.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135925201","https://ebird.org/view/checklist/S51838593","https://ebird.org/species/rethaw"
135925191,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1350,"United States",Vermont,Washington,"River Road bend",44.278,-72.6608,,Unknown,,"Not Used",,,,,,,S51838593,,,,,"Possible abieticola; note brown head and lack of white throat, with some dribbling down breast. However, photo quality not sufficient.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135925191","https://ebird.org/view/checklist/S51838593","https://ebird.org/species/rethaw"
135923741,Photo,"Cardinalis cardinalis","Northern Cardinal",,"Richard Littauer",1/19/2019,2019,1,19,1355,"United States",Vermont,Washington,"2347–2543 River Rd, Montpelier US-VT (44.2718,-72.6453)",44.2718,-72.6453,,"Adult Male",,"Not Used",,,,,,,S51834258,,,,,,,,,"Cardinalis cardinalis",norcar,Species,32148.0,,,2.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135923741","https://ebird.org/view/checklist/S51834258","https://ebird.org/species/norcar"
135923731,Photo,"Cardinalis cardinalis","Northern Cardinal",,"Richard Littauer",1/19/2019,2019,1,19,1355,"United States",Vermont,Washington,"2347–2543 River Rd, Montpelier US-VT (44.2718,-72.6453)",44.2718,-72.6453,,"Adult Male",,"Not Used",,,,,,,S51834258,,,,,,,,,"Cardinalis cardinalis",norcar,Species,32148.0,,,2.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135923731","https://ebird.org/view/checklist/S51834258","https://ebird.org/species/norcar"
135923711,Photo,"Cardinalis cardinalis","Northern Cardinal",,"Richard Littauer",1/19/2019,2019,1,19,1355,"United States",Vermont,Washington,"2347–2543 River Rd, Montpelier US-VT (44.2718,-72.6453)",44.2718,-72.6453,,"Adult Male",,"Not Used",,,,,,,S51834258,,,,,,,,,"Cardinalis cardinalis",norcar,Species,32148.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135923711","https://ebird.org/view/checklist/S51834258","https://ebird.org/species/norcar"
135919061,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,,"This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.3333333333333333,3,committed,,"https://ebird.org/profile/Mjg0MTUx",1336,1946,"https://macaulaylibrary.org/asset/135919061","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
